cik,adsh,Income/OperationsCash,Income/FinancingCash,Income/Investing,Assets,LiabilitiesAndStockholdersEquity,StockholdersEquity,NetIncomeLoss,sic,debt_ratio
8328,0001575872-19-000087,0.1260051711352676,-0.44584265332693784,0.010084828816301157,3649289.6,3730571.0,-29429174.0,-3107499.45,1400.0,9.086630175911498
8504,0001575705-19-000030,0.7323916245900967,-2.204059024685616,0.572837132216714,3559707.0,3559707.0,1318323.6666666667,-1438449.0,3721.0,0.6296538825620572
8504,0001580695-18-000161,0.6815573491176227,-0.2509401645221597,0.06395036829146956,5313292.0,5313292.0,-11012610.0,-2450369.0,3721.0,3.0726528863838087
8504,0001575705-19-000030,0.7323916245900967,-2.204059024685616,0.572837132216714,3559707.0,3559707.0,1318323.6666666667,-1438449.0,1311.0,0.6296538825620572
8504,0001580695-18-000161,0.6815573491176227,-0.2509401645221597,0.06395036829146956,5313292.0,5313292.0,-11012610.0,-2450369.0,1311.0,3.0726528863838087
8670,0000008670-18-000011,2.7900235968114955,-0.4868632676301053,-1.594827485002524,37111525000.0,37125220000.0,3718300000.0,811247619.0476191,7374.0,0.9001764276730746
8670,0000008670-19-000021,2.649505744406762,-3.6674257959355363,-2.102245839577254,39874566666.666664,40368400000.0,5067900000.0,922109090.9090909,7374.0,0.8852886175565545
8818,0001047469-19-000747,1.575567810075708,-0.37218431629124216,-1.129077483876998,5157200000.0,5157200000.0,969675000.0,356633333.3333333,2670.0,0.811976460094625
8858,0000008858-18-000047,0.12464115789052815,-2.348716736064703,1.4367301244595236,10178744666.666666,9648217000.0,4852108888.888889,291795000.0,5065.0,0.471188566780479
8858,0000008858-19-000035,0.7695724984454988,-3.9269806361440303,2.5403812608792147,9287000333.333334,9080700500.0,4674727000.0,181730333.33333334,5065.0,0.4744237473736137
8947,0000008947-18-000071,4.242125215260682,-1.2477167920668493,-3.0078718953341887,1003281500.0,1003281500.0,501790250.0,26219090.90909091,3640.0,0.49985098897966324
8947,0000008947-19-000058,4.632997998875017,-1.6710705818624945,-2.688563136939153,1048329333.3333334,1058389500.0,545416000.0,21926263.157894738,3640.0,0.48932476053962687
9092,0000009092-18-000002,3.2555416379616293,-1.558476858520699,-1.5963215799252626,363708333.3333333,370713000.0,245066750.0,14515454.545454545,3824.0,0.34545881544277696
9092,0001564590-19-004479,3.197672406167431,-1.8660172069643206,-1.2409474983750688,392209000.0,392209000.0,267359750.0,17334066.666666668,3824.0,0.31832326642172926
9326,0001140361-18-011267,3.356571321370403,-1.1873317624051687,-2.277975643981062,925513142.8571428,956131000.0,498379250.0,31982636.363636363,2800.0,0.4945923821101869
9326,0001628280-19-002288,3.1414226175491593,-1.487389630126896,-1.941959665463903,970723600.0,972495500.0,573309250.0,35751000.0,2800.0,0.4112254507874332
9346,0000009346-18-000017,5.112420075821874,-1.5245515758501669,-3.5646211735415605,1255576500.0,1255576500.0,404287500.0,10710909.090909092,6331.0,0.6780064775025656
9346,0000009346-19-000012,-30.91068225841165,7.421134945118014,10.588134012482962,1456852250.0,1423573500.0,393434000.0,-2489107.1428571427,6331.0,0.7070995016824801
9984,0000009984-18-000024,2.0197505657467225,-0.5570045133313949,-1.1474354922312546,2175778500.0,2251627500.0,1167056250.0,105465333.33333333,3490.0,0.49847502859321385
9984,0000009984-19-000036,1.9183169933805155,0.20636482771901302,-2.2187378046806168,2419475500.0,2543017600.0,1180459125.0,117360600.0,3490.0,0.5631627495298052
10048,0000010048-18-000021,12.036727879799667,2.4040066777963274,1.6243739565943238,31925333.333333332,32199000.0,16639000.0,-299500.0,1311.0,0.4873872368860675
10254,0000010254-19-000038,3.760041982598801,2.449900438463123,-6.450851913249041,919362500.0,919362500.0,306907000.0,20389400.0,1311.0,0.6661741152157066
10329,0001437749-18-000767,4.545602293376071,-1.4871430237501364,-1.9296938779349082,285141375.0,286007500.0,176590750.0,8054818.181818182,2511.0,0.3837280717328378
10329,0001437749-19-000960,6.10673360351644,-2.787364090906016,-3.3807394176403855,286511285.71428573,292694500.0,184960000.0,5684653.846153846,2511.0,0.3760218370854501
10456,0001564590-18-002954,1.564547518650665,-0.22121310411936426,-1.1393664179911343,16589333333.333334,16328500000.0,8707000000.0,1121090909.090909,3841.0,0.45942171676579324
10456,0001564590-19-003727,2.5694874153357303,-1.8864139978259054,-1.3626975499623715,16376000000.0,16376000000.0,8459000000.0,724787878.7878788,3841.0,0.4834513922813874
10795,0000010795-18-000036,7.696235851539878,8.838992717381766,-16.7755549706063,40557600000.0,45819000000.0,16971000000.0,345363636.3636364,3841.0,0.7112846914018581
11544,0000011544-18-000012,1.8774205321772948,-0.6687939233789103,-0.8858531068612046,15883124333.333334,17558252300.0,5229276000.0,353942428.5714286,6331.0,0.7762311772706851
11544,0000011544-19-000016,2.812157022009416,-0.27532704439071054,-2.5094830018004792,24597947000.0,24448932000.0,5431224250.0,262672032.2580645,6331.0,0.7731420736047606
12040,0001174947-18-001531,6.798939823801702,-1.0131402120352397,-4.5763028221591755,65013000.0,63887000.0,33587000.0,1339400.0,5812.0,0.46606063402704073
12208,0000012208-18-000014,4.578073133376716,0.1621623842295886,-5.028109450283633,4104008800.0,4061758000.0,2544493500.0,36880727.27272727,3826.0,0.3697030328005145
12208,0000012208-19-000014,3.300420465781558,-0.20228291986629496,-2.9655368523748926,5075845600.0,4942040000.0,3003692500.0,64792090.90909091,3826.0,0.381876765518636
12239,0001615774-18-002232,0.3273359231241055,-0.5077693723164997,0.1748108771212431,10124500.0,10124500.0,6058000.0,-4891000.0,6794.0,0.40164946417107017
12239,0001615774-19-003916,10.483927323549965,-8.33508036338225,-1.9444444444444444,10398333.333333334,11111500.0,7174000.0,-286200.0,6794.0,0.37866645295720464
12659,0001574842-18-000019,1.7405715268422712,-2.342766105840427,-0.2940917385613422,2164657200.0,2288783000.0,405651500.0,174445000.0,7200.0,0.8699444420114187
12659,0001574842-19-000022,1.4887447629592903,-0.8427526746745176,-0.12441348479155226,3231803857.142857,3220447000.0,224364500.0,449761000.0,7200.0,0.9270619853299973
12927,0000012927-18-000007,3.88250425170068,-3.374011479591837,-0.8521258503401361,91165000000.0,91165000000.0,586000000.0,2850909090.909091,3721.0,0.993572094553831
12927,0000012927-19-000010,3.4386254232564886,-2.8674820676675945,-0.8830113339212161,114860500000.0,114860500000.0,997500000.0,3796478260.869565,3721.0,0.9913155523439302
13156,0001564590-19-010241,5.909022790719264,-2.5734191715238683,-0.16827236136253623,20005403.85714286,20153944.0,5848593.333333333,603228.0,7900.0,0.7150743253582953
13239,0000013239-18-000007,-0.12820512820512822,0.1185897435897436,0.17307692307692307,2080200000.0,2076000000.0,-2639500000.0,-104000000.0,2821.0,2.26684934140948
13239,0000013239-19-000016,0.5381830151415404,-0.19794721407624635,-0.15898617511520738,2029000000.0,2029000000.0,-2826500000.0,-144666666.66666666,2821.0,2.3930507639231147
13573,0001437749-18-017549,1.1427852229283024,-1.1253508243821844,-0.013868635959529236,29263638.5,29263638.5,24535034.0,3118547.5,7900.0,0.1615863488745598
13573,0001437749-19-019108,1.0915763895401378,-1.0382111193641932,-0.10235127005861021,28562342.666666668,28649038.5,24201920.5,3417578.5,7900.0,0.15569864320653062
14177,0001493152-18-000507,1.2829688535453942,-0.016386529308994518,-0.8890294596060003,92399500.0,92399500.0,43530666.666666664,8299500.0,2013.0,0.5288863395725446
14177,0001493152-19-000765,1.6313045744819497,-0.014813849428732786,-1.5396846083670013,99914400.0,99519500.0,53542333.333333336,7673000.0,2013.0,0.4601655683932112
14195,0000014195-18-000029,4.013987953716912,-1.2804204849431244,-3.6559860105786557,1450537333.3333333,1447472500.0,549408500.0,24334714.285714287,3510.0,0.6191250506708779
14195,0000014195-19-000027,-4.67308094540891,0.004074097651028073,5.16667424497331,1482125333.3333333,1524564750.0,517526000.0,-15709000.0,3510.0,0.6794558647311879
14272,0000014272-18-000055,3.0635289095226663,-3.0388751033912325,-0.04637263534245844,33156000000.0,33629000000.0,13959000000.0,1135727272.7272727,2834.0,0.5932561225720835
14272,0000014272-19-000047,3.275233568267497,-2.355515489264055,0.12391411244058351,33533437500.0,34268500000.0,12886000000.0,1452619047.6190476,2834.0,0.637647124605105
14693,0000014693-18-000084,0.7317570322054627,-0.7382796575621687,-0.04769669792091317,4800500000.0,4800500000.0,1538250000.0,817666666.6666666,2080.0,0.6795646286845121
14693,0000014693-19-000099,0.9635100763060066,-0.5288348659753472,-0.32276788625839686,5057500000.0,5057500000.0,1473750000.0,730142857.1428572,2080.0,0.708601087493821
14707,0000014707-18-000013,2.3155324773653168,-0.6769622797513828,-1.7620214628919908,1446729166.6666667,1413405357.142857,651978818.1818181,42513939.39393939,3140.0,0.526308970956466
14707,0000014707-19-000020,8.095793042468676,3.6304897254935686,-15.96121326790043,1601085333.3333333,1576703250.0,669811285.7142857,19583473.684210528,3140.0,0.5664232539046727
14846,0000014846-18-000041,2.1356124550069944,7.3844768236902905,-9.111909589600918,1073630500.0,1073630500.0,181991500.0,9639545.454545455,6798.0,0.8304896330720858
14930,0000014930-18-000056,3.9363837230712577,-1.8903823727981341,-2.3886331553427853,3321450000.0,3321450000.0,1343950000.0,98745454.54545455,3510.0,0.5953725029730991
14930,0000014930-19-000054,3.9712132757598853,0.7823215646431293,-6.001862670392008,3821950000.0,3821950000.0,1446725000.0,98425000.0,3510.0,0.6214694069781133
15357,0001144204-18-050884,-0.17338312328198746,0.08214870032203159,0.13161803188254098,906042.0,906042.0,801149.0,-212091.0,2060.0,0.11577057134216737
15357,0001144204-19-046469,0.12545709464401023,-0.17009807244303485,0.14232812349493226,800673.6666666666,808132.0,648067.6666666666,-140151.5,2060.0,0.1999120740409847
15615,0000015615-18-000007,3.0456604621743133,-0.7110225984453461,-2.2655239496745887,3434176800.0,3624854000.0,1263665000.0,79815090.9090909,1623.0,0.6875560396308076
15615,0000015615-19-000011,2.2891136530310225,-0.6772733785908496,-1.54985572601263,3896543000.0,4253264500.0,1410348500.0,128091062.5,1623.0,0.7295995450326097
15847,0001437749-18-013553,6.568,-3.6666666666666665,-2.9162666666666666,42104500.0,42104500.0,23794500.0,937500.0,7990.0,0.43487038202567424
15847,0001437749-19-014273,3.7856461611826417,-1.4253695755841678,-1.7343824511206485,45166500.0,45166500.0,26002500.0,2097000.0,7990.0,0.42429676862276244
16040,0001564590-18-029997,9.127098321342926,-4.027178257394085,-4.387689848121504,3200888888.888889,3291000000.0,1329000000.0,37909090.90909091,2890.0,0.61295473479589
16058,0001564590-18-022021,2.9024528438523816,-0.22220865039352605,-2.56641332931773,3977543000.0,3972644000.0,1950169000.0,97498454.54545455,7373.0,0.508473447050101
16058,0001564590-19-032721,2.9460229186414653,0.619882783032122,-3.458975363818826,4529743500.0,4665788200.0,2194945000.0,122135590.9090909,7373.0,0.5454708859342697
16099,0000016099-18-000141,-0.44488707535656874,-0.024216570165959714,0.40343209199554864,226223666.66666666,213223000.0,149273000.0,-11273272.727272727,5812.0,0.2826848355094
16732,0000016732-18-000062,5.654559357675397,5.323010259351303,-11.101637672847765,9993666666.666666,11127500000.0,1500500000.0,237772727.27272728,2000.0,0.9633100963943831
16732,0000016732-19-000070,7.925727335915003,4.276777735222775,-11.587727137324993,14068666666.666666,13608333333.333334,1233500000.0,167850000.0,2000.0,0.8796024261953278
16875,0000016875-18-000029,2.6363960113960117,-1.233974358974359,-1.3659900284900284,19525666666.666668,19678000000.0,5367250000.0,850909090.9090909,4011.0,0.7329199173737132
16875,0000016875-19-000017,2.541715414814237,-1.3594883394431012,-1.391155136104828,20694500000.0,20694500000.0,5623750000.0,915785714.2857143,4011.0,0.7282490516803982
17843,0000017843-18-000047,2.4185575364667744,-1.1195299837925445,-1.3537277147487845,2942550000.0,2942550000.0,1342250000.0,82266666.66666667,3312.0,0.5438480229732715
17843,0000017843-19-000058,1.4208695652173913,-0.32819875776397517,-1.2325465838509315,3097400000.0,3097400000.0,1503000000.0,134166666.66666667,3312.0,0.5147543100665074
18172,0000018172-19-000005,0.7590136617323122,-0.889912916443156,0.15957519659426822,331443666.6666667,331338500.0,10094666.666666666,-29205666.666666668,5051.0,0.9692260424345615
18255,0000018255-18-000024,4.152359271677899,-3.8715194060982587,-0.607711975597995,561200000.0,561200000.0,355128000.0,16213272.727272727,5621.0,0.36719885958660015
18255,0000018255-19-000010,4.930178201585552,-5.6954946464985285,-0.5529546749298534,506991000.0,506991000.0,321594500.0,11383090.909090908,5621.0,0.36568006138176024
18498,0000018498-18-000016,26.739849639306698,-15.487850997926584,-15.298364079712462,1387150714.2857144,1378176000.0,875113500.0,5977545.454545454,5661.0,0.36265886238543443
18498,0000018498-19-000016,-14.0858405965082,7.772524043770706,5.836534484489509,1248217000.0,1248217000.0,783362500.0,-13106578.94736842,5661.0,0.37241481248853364
18926,0000018926-19-000006,-917.7311827956989,10.940860215053762,883.7258064516128,73469000000.0,72933500000.0,18906000000.0,-5636363.636363637,4813.0,0.7353781867182076
19411,0001558370-18-001391,3.47634562933703,2.659159848048055,-6.782287539204501,2649105800.0,2700460500.0,1143988500.0,37053181.81818182,8060.0,0.5875461825646978
19411,0001558370-19-001288,4.934566683919695,3.992413486663602,-8.63529121473852,2968145000.0,2968145000.0,1181924750.0,26602538.46153846,8060.0,0.6017968293327988
19446,0000019446-18-000049,2.995654784025614,0.8035600278246285,-3.194400769941778,814871000.0,875040500.0,498450500.0,34981000.0,3841.0,0.4621467692432299
19446,0000019446-19-000053,3.03621753258661,0.6968143241716729,-3.4949139581453688,999260666.6666666,1017037000.0,562176500.0,33049454.545454547,3841.0,0.45519704234664166
19584,0001157523-18-000411,1.4798136156421622,-0.9918598712459884,-0.49744635774951607,871412000.0,900042500.0,507265500.0,105731333.33333333,8082.0,0.45073627629640173
19584,0001157523-19-000468,1.5050898987548005,-0.9266917840102409,-0.5156692462857364,913918250.0,947777500.0,542260000.0,137488000.0,8082.0,0.44371310015966964
19612,0000019612-18-000037,4.781247731463333,18.50504522554699,-21.30470984508617,18318026000.0,18318026000.0,1765845500.0,45918000.0,6022.0,0.9036006663600106
19612,0000019612-19-000053,4.768978583796303,21.662883174310483,-24.951157833149306,21493071333.333332,20389607000.0,2275627250.0,63125100.0,6022.0,0.8427822840706465
19617,0000019617-18-000057,1.2383313410128232,-1.0133394914149096,-0.24793523147141924,2458756666666.6665,2512286000000.0,252485333333.33334,24538666666.666668,6021.0,0.919082679999512
19617,0000019617-19-000054,0.30918087399568883,1.8012811091514793,-3.1714922594552224,2567409000000.0,2578066000000.0,255466000000.0,27216000000.0,6021.0,0.9046474480692402
19745,0001628280-18-002594,4.7397036532678385,3.0251062530565482,-7.749354916280967,1323326500.0,1323326500.0,397710000.0,22430727.272727273,4923.0,0.6994619241736638
19745,0001628280-19-002015,4.77388360048637,3.774352382822599,-8.505470339434115,1554302500.0,1554302500.0,452239250.0,25207150.0,4923.0,0.70904038949947
19871,0001193125-18-089128,1.5826235070655008,-0.4660717095477926,-1.0372754032743456,31510305.5,31510305.5,28375940.0,2218031.0,3540.0,0.09947112382011022
19871,0001193125-19-080761,1.1944907036720882,-0.5422299570101663,-0.5656492577569066,32531463.5,32531463.5,29309852.0,2040133.5,3540.0,0.09903063537242952
20212,0000020212-18-000010,2.2609942638623326,-1.4404079031230081,-0.8597833014659018,2289400000.0,2306900000.0,660650000.0,104600000.0,7948.0,0.7190748667773216
20212,0000020212-19-000012,1.146820250718336,-2.12650342004221,1.103211534060569,2042300000.0,2042300000.0,603950000.0,187271428.57142857,7948.0,0.7042794888116339
20286,0000020286-18-000012,3.0433521078682375,-1.443761734084315,-1.5376344086021507,21114500000.0,21114500000.0,7243333333.333333,355090909.09090906,6331.0,0.6569498054259711
20286,0000020286-19-000012,3.2320626363753053,-1.6476302785265051,-1.4259508834980534,21889000000.0,21889000000.0,7712000000.0,342461538.46153843,6331.0,0.6476769153456073
20520,0000020520-18-000007,-2.0400337126000845,-3.389801938474505,5.558786346396966,27361400000.0,26948500000.0,3396500000.0,-791000000.0,4813.0,0.8607746679628966
20520,0000020520-19-000005,-1.8929078014184397,0.2925531914893617,4.783333333333333,24271500000.0,24271500000.0,1937000000.0,-940000000.0,4813.0,0.920194466761428
20639,0000020639-18-000018,0.1393634448864966,-0.07118339964115766,-0.005129105234417662,44040000.0,44040000.0,50913000.0,-25638000.0,6512.0,-0.1560626702997275
20639,0001140361-19-005745,0.1772976824106282,-0.06709693642345249,-0.10288755710154646,21815500.0,21815500.0,33932666.666666664,-23861000.0,6512.0,-0.5554384115269723
21076,0000021076-18-000011,2.348641566680458,-1.2191421872845123,-1.3392635498551924,4509600000.0,4816500000.0,420750000.0,371846153.84615386,2842.0,0.9747538584353379
21076,0000021076-19-000012,2.0850563909774436,-1.3511528822055137,-0.9157894736842105,4716909090.909091,5097333333.333333,493833333.3333333,458620689.6551724,2842.0,0.975956905523648
21175,0000021175-18-000019,3.723571130579891,-2.051314142678348,-1.5070504797663746,55995285714.28571,55900000000.0,11989666666.666666,363181818.1818182,6331.0,0.7841791103162596
21175,0000021175-19-000022,3.529891304347826,-2.276268115942029,-1.3106884057971013,56801000000.0,56859500000.0,11810000000.0,368000000.0,6331.0,0.7931110367775215
21344,0000021344-18-000008,1.7399841332804442,-1.2605447573714135,-0.6326854422848076,87687333333.33333,87583000000.0,20067000000.0,5042000000.0,2080.0,0.7699629745079107
21344,0000021344-19-000014,1.5009586493060523,-1.6363046692421424,0.20632422378022605,86024000000.0,85556000000.0,17026500000.0,4992142857.142858,2080.0,0.7966323351622803
21535,0001437749-18-003809,4.36747484285463,-0.4859425482082188,-0.45447644439507134,390479000.0,382984500.0,252441250.0,6546727.2727272725,3825.0,0.3343156738262493
21665,0000021665-18-000003,3.2507271669575335,-2.4739512636545795,-0.5883588649731756,12227285714.285715,12399500000.0,-151500000.0,937636363.6363636,2844.0,1.026474746176584
